SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,SEASON
42017,1610612739,CLE,Cleveland Cavaliers,0041700404,2018-06-08,CLE vs. GSW,L,242,85,30,87,0.345,8,27,0.296,17,25,0.68,17,27,44,21,5,5,11,22,-23.0,2017-18
42017,1610612739,CLE,Cleveland Cavaliers,0041700403,2018-06-06,CLE vs. GSW,L,240,102,40,92,0.435,9,31,0.29,13,17,0.765,15,32,47,20,6,4,13,18,-8.0,2017-18
42017,1610612739,CLE,Cleveland Cavaliers,0041700402,2018-06-03,CLE @ GSW,L,238,103,37,90,0.411,9,27,0.333,20,26,0.769,16,26,42,25,9,4,10,15,-19.0,2017-18
42017,1610612739,CLE,Cleveland Cavaliers,0041700401,2018-05-31,CLE @ GSW,L,264,114,44,99,0.444,10,37,0.27,16,22,0.727,19,34,53,18,5,3,11,18,-10.0,2017-18
42017,1610612739,CLE,Cleveland Cavaliers,0041700307,2018-05-27,CLE @ BOS,W,240,87,30,66,0.455,9,35,0.257,18,25,0.72,2,39,41,15,2,4,12,21,8.0,2017-18
42017,1610612738,BOS,Boston Celtics,0041700307,2018-05-27,BOS vs. CLE,L,240,79,29,85,0.341,7,39,0.179,14,19,0.737,11,31,42,18,6,0,5,20,-8.0,2017-18
42017,1610612738,BOS,Boston Celtics,0041700306,2018-05-25,BOS @ CLE,L,241,99,38,74,0.514,12,28,0.429,11,20,0.55,5,26,31,25,5,2,13,18,-10.0,2017-18
42017,1610612739,CLE,Cleveland Cavaliers,0041700306,2018-05-25,CLE vs. BOS,W,240,109,41,87,0.471,9,23,0.391,18,22,0.818,15,29,44,16,8,9,9,19,10.0,2017-18
42017,1610612739,CLE,Cleveland Cavaliers,0041700305,2018-05-23,CLE @ BOS,L,241,83,31,74,0.419,9,34,0.265,12,19,0.632,3,36,39,17,3,7,15,19,-13.0,2017-18
42017,1610612738,BOS,Boston Celtics,0041700305,2018-05-23,BOS vs. CLE,W,240,96,31,85,0.365,13,39,0.333,21,23,0.913,7,38,45,18,10,6,8,19,13.0,2017-18
42017,1610612738,BOS,Boston Celtics,0041700304,2018-05-21,BOS @ CLE,L,239,102,35,85,0.412,9,28,0.321,23,30,0.767,9,28,37,21,9,3,9,26,-9.0,2017-18
42017,1610612739,CLE,Cleveland Cavaliers,0041700304,2018-05-21,CLE vs. BOS,W,239,111,41,81,0.506,8,23,0.348,21,29,0.724,9,38,47,15,6,8,18,23,9.0,2017-18
42017,1610612738,BOS,Boston Celtics,0041700303,2018-05-19,BOS @ CLE,L,240,86,29,74,0.392,6,22,0.273,22,28,0.786,6,28,34,16,4,4,15,25,-30.0,2017-18
42017,1610612739,CLE,Cleveland Cavaliers,0041700303,2018-05-19,CLE vs. BOS,W,242,116,37,76,0.487,17,34,0.5,25,30,0.833,8,37,45,23,9,3,14,23,30.0,2017-18
42017,1610612738,BOS,Boston Celtics,0041700302,2018-05-15,BOS vs. CLE,W,239,107,40,92,0.435,10,31,0.323,17,20,0.85,11,35,46,24,8,2,5,18,13.0,2017-18
42017,1610612739,CLE,Cleveland Cavaliers,0041700302,2018-05-15,CLE @ BOS,L,239,94,37,80,0.463,10,31,0.323,10,17,0.588,8,37,45,18,2,5,15,21,-13.0,2017-18
42017,1610612738,BOS,Boston Celtics,0041700301,2018-05-13,BOS vs. CLE,W,240,108,43,84,0.512,11,30,0.367,11,13,0.846,6,42,48,27,6,4,9,17,25.0,2017-18
42017,1610612739,CLE,Cleveland Cavaliers,0041700301,2018-05-13,CLE @ BOS,L,241,83,31,86,0.36,4,26,0.154,17,20,0.85,9,31,40,18,4,3,9,12,-25.0,2017-18
42017,1610612755,PHI,Philadelphia 76ers,0041700215,2018-05-09,PHI @ BOS,L,241,112,40,82,0.488,8,21,0.381,24,31,0.774,12,36,48,26,5,6,16,31,-2.0,2017-18
42017,1610612738,BOS,Boston Celtics,0041700215,2018-05-09,BOS vs. PHI,W,240,114,38,85,0.447,7,20,0.35,31,41,0.756,13,26,39,18,12,3,10,24,6.0,2017-18
42017,1610612755,PHI,Philadelphia 76ers,0041700214,2018-05-07,PHI vs. BOS,W,241,103,38,94,0.404,7,26,0.269,20,26,0.769,16,37,53,24,6,3,8,23,11.0,2017-18
42017,1610612738,BOS,Boston Celtics,0041700214,2018-05-07,BOS @ PHI,L,240,92,31,75,0.413,11,32,0.344,19,26,0.731,6,36,42,16,4,10,15,28,-11.0,2017-18
42017,1610612761,TOR,Toronto Raptors,0041700204,2018-05-07,TOR @ CLE,L,241,93,36,79,0.456,4,15,0.267,17,23,0.739,9,23,32,19,3,5,13,24,-35.0,2017-18
42017,1610612739,CLE,Cleveland Cavaliers,0041700204,2018-05-07,CLE vs. TOR,W,239,128,50,84,0.595,12,26,0.462,16,20,0.8,6,31,37,29,9,5,10,21,35.0,2017-18
42017,1610612761,TOR,Toronto Raptors,0041700203,2018-05-05,TOR @ CLE,L,239,103,35,75,0.467,13,33,0.394,20,25,0.8,12,29,41,14,5,11,17,28,-2.0,2017-18
42017,1610612755,PHI,Philadelphia 76ers,0041700213,2018-05-05,PHI vs. BOS,L,264,98,38,97,0.392,9,30,0.3,13,18,0.722,13,37,50,23,8,5,14,14,-3.0,2017-18
42017,1610612738,BOS,Boston Celtics,0041700213,2018-05-05,BOS @ PHI,W,263,101,41,91,0.451,10,38,0.263,9,14,0.643,9,40,49,19,9,7,13,20,3.0,2017-18
42017,1610612739,CLE,Cleveland Cavaliers,0041700203,2018-05-05,CLE vs. TOR,W,240,105,38,79,0.481,9,25,0.36,20,25,0.8,6,30,36,18,7,4,10,19,2.0,2017-18
42017,1610612755,PHI,Philadelphia 76ers,0041700212,2018-05-03,PHI @ BOS,L,240,103,40,92,0.435,13,33,0.394,10,14,0.714,16,33,49,30,7,4,11,21,-5.0,2017-18
42017,1610612739,CLE,Cleveland Cavaliers,0041700202,2018-05-03,CLE @ TOR,W,241,128,50,84,0.595,11,26,0.423,17,23,0.739,5,29,34,25,5,3,3,14,18.0,2017-18
42017,1610612738,BOS,Boston Celtics,0041700212,2018-05-03,BOS vs. PHI,W,239,108,37,82,0.451,15,36,0.417,19,24,0.792,5,36,41,23,7,3,9,16,5.0,2017-18
42017,1610612761,TOR,Toronto Raptors,0041700202,2018-05-03,TOR vs. CLE,L,241,110,44,81,0.543,12,30,0.4,10,11,0.909,5,30,35,26,2,2,11,24,-18.0,2017-18
42017,1610612761,TOR,Toronto Raptors,0041700201,2018-05-01,TOR vs. CLE,L,264,112,39,91,0.429,9,28,0.321,25,31,0.806,15,35,50,26,2,6,13,22,-1.0,2017-18
42017,1610612739,CLE,Cleveland Cavaliers,0041700201,2018-05-01,CLE @ TOR,W,265,113,42,102,0.412,14,35,0.4,15,21,0.714,13,32,45,25,5,5,5,23,1.0,2017-18
42017,1610612738,BOS,Boston Celtics,0041700211,2018-04-30,BOS vs. PHI,W,241,117,41,85,0.482,17,35,0.486,18,19,0.947,5,31,36,27,4,4,10,21,16.0,2017-18
42017,1610612755,PHI,Philadelphia 76ers,0041700211,2018-04-30,PHI @ BOS,L,240,101,35,83,0.422,5,26,0.192,26,35,0.743,11,34,45,22,7,2,12,19,-16.0,2017-18
42017,1610612739,CLE,Cleveland Cavaliers,0041700137,2018-04-29,CLE vs. IND,W,239,105,32,74,0.432,10,29,0.345,31,40,0.775,15,29,44,18,6,4,12,21,4.0,2017-18
42017,1610612754,IND,Indiana Pacers,0041700137,2018-04-29,IND @ CLE,L,239,101,36,80,0.45,10,31,0.323,19,24,0.792,10,27,37,15,6,0,11,28,-4.0,2017-18
42017,1610612738,BOS,Boston Celtics,0041700117,2018-04-28,BOS vs. MIL,W,240,112,45,84,0.536,9,26,0.346,13,21,0.619,11,31,42,28,9,4,14,23,16.0,2017-18
42017,1610612749,MIL,Milwaukee Bucks,0041700117,2018-04-28,MIL @ BOS,L,239,96,35,74,0.473,9,27,0.333,17,18,0.944,4,28,32,21,4,3,15,20,-16.0,2017-18
42017,1610612754,IND,Indiana Pacers,0041700136,2018-04-27,IND vs. CLE,W,241,121,49,87,0.563,15,30,0.5,8,14,0.571,9,36,45,27,9,1,7,18,34.0,2017-18
42017,1610612761,TOR,Toronto Raptors,0041700106,2018-04-27,TOR @ WAS,W,240,102,40,90,0.444,7,25,0.28,15,19,0.789,16,31,47,18,8,6,6,20,10.0,2017-18
42017,1610612764,WAS,Washington Wizards,0041700106,2018-04-27,WAS vs. TOR,L,239,92,32,79,0.405,8,22,0.364,20,21,0.952,11,31,42,12,3,5,14,19,-10.0,2017-18
42017,1610612739,CLE,Cleveland Cavaliers,0041700136,2018-04-27,CLE @ IND,L,240,87,33,79,0.418,12,38,0.316,9,16,0.563,7,26,33,16,4,2,14,17,-34.0,2017-18
42017,1610612749,MIL,Milwaukee Bucks,0041700116,2018-04-26,MIL vs. BOS,W,239,97,38,75,0.507,8,26,0.308,13,21,0.619,7,41,48,19,6,3,9,16,11.0,2017-18
42017,1610612738,BOS,Boston Celtics,0041700116,2018-04-26,BOS @ MIL,L,237,86,30,81,0.37,10,36,0.278,16,19,0.842,6,33,39,18,3,3,9,19,-11.0,2017-18
42017,1610612761,TOR,Toronto Raptors,0041700105,2018-04-25,TOR vs. WAS,W,239,108,38,82,0.463,11,25,0.44,21,28,0.75,6,29,35,26,9,5,10,18,10.0,2017-18
42017,1610612754,IND,Indiana Pacers,0041700135,2018-04-25,IND @ CLE,L,240,95,34,71,0.479,6,20,0.3,21,27,0.778,7,27,34,23,7,3,14,22,-3.0,2017-18
42017,1610612739,CLE,Cleveland Cavaliers,0041700135,2018-04-25,CLE vs. IND,W,240,98,31,75,0.413,10,32,0.313,26,27,0.963,10,27,37,16,6,3,14,21,3.0,2017-18
42017,1610612764,WAS,Washington Wizards,0041700105,2018-04-25,WAS @ TOR,L,240,98,37,90,0.411,5,26,0.192,19,22,0.864,14,36,50,21,6,4,15,18,-10.0,2017-18
42017,1610612738,BOS,Boston Celtics,0041700115,2018-04-24,BOS vs. MIL,W,240,92,29,69,0.42,10,31,0.323,24,32,0.75,5,45,50,22,7,7,17,21,5.0,2017-18
42017,1610612749,MIL,Milwaukee Bucks,0041700115,2018-04-24,MIL @ BOS,L,239,87,32,87,0.368,9,33,0.273,14,20,0.7,7,30,37,21,10,3,11,23,-5.0,2017-18
42017,1610612755,PHI,Philadelphia 76ers,0041700125,2018-04-24,PHI vs. MIA,W,239,104,34,81,0.42,7,28,0.25,29,36,0.806,9,44,53,27,7,2,15,20,13.0,2017-18
42017,1610612748,MIA,Miami Heat,0041700125,2018-04-24,MIA @ PHI,L,240,91,34,88,0.386,10,35,0.286,13,22,0.591,10,30,40,24,7,6,11,32,-13.0,2017-18
42017,1610612764,WAS,Washington Wizards,0041700104,2018-04-22,WAS vs. TOR,W,242,106,39,85,0.459,7,17,0.412,21,31,0.677,9,31,40,23,10,8,13,23,8.0,2017-18
42017,1610612761,TOR,Toronto Raptors,0041700104,2018-04-22,TOR @ WAS,L,238,98,34,79,0.43,7,18,0.389,23,30,0.767,9,32,41,19,9,7,18,26,-8.0,2017-18
42017,1610612739,CLE,Cleveland Cavaliers,0041700134,2018-04-22,CLE @ IND,W,238,104,35,78,0.449,12,34,0.353,22,26,0.846,8,37,45,17,4,7,11,18,4.0,2017-18
42017,1610612738,BOS,Boston Celtics,0041700114,2018-04-22,BOS @ MIL,L,240,102,36,87,0.414,10,29,0.345,20,25,0.8,16,27,43,22,6,3,8,21,-2.0,2017-18
42017,1610612749,MIL,Milwaukee Bucks,0041700114,2018-04-22,MIL vs. BOS,W,241,104,38,73,0.521,10,23,0.435,18,24,0.75,2,34,36,24,7,14,9,24,2.0,2017-18
42017,1610612754,IND,Indiana Pacers,0041700134,2018-04-22,IND vs. CLE,L,240,100,40,93,0.43,12,33,0.364,8,13,0.615,11,36,47,25,7,5,8,19,-4.0,2017-18
42017,1610612755,PHI,Philadelphia 76ers,0041700124,2018-04-21,PHI @ MIA,W,239,106,36,84,0.429,7,31,0.226,27,35,0.771,17,40,57,22,12,5,26,25,4.0,2017-18
42017,1610612748,MIA,Miami Heat,0041700124,2018-04-21,MIA vs. PHI,L,239,102,41,94,0.436,7,19,0.368,13,25,0.52,13,30,43,21,18,4,19,32,-4.0,2017-18
42017,1610612761,TOR,Toronto Raptors,0041700103,2018-04-20,TOR @ WAS,L,239,103,37,82,0.451,12,28,0.429,17,19,0.895,8,26,34,20,8,4,18,19,-19.0,2017-18
42017,1610612749,MIL,Milwaukee Bucks,0041700113,2018-04-20,MIL vs. BOS,W,240,116,45,79,0.57,16,33,0.485,10,15,0.667,7,30,37,28,8,12,9,27,24.0,2017-18
42017,1610612739,CLE,Cleveland Cavaliers,0041700133,2018-04-20,CLE @ IND,L,238,90,34,77,0.442,10,32,0.313,12,16,0.75,9,27,36,17,11,3,16,23,-2.0,2017-18
42017,1610612764,WAS,Washington Wizards,0041700103,2018-04-20,WAS vs. TOR,W,241,122,47,85,0.553,10,23,0.435,18,20,0.9,7,32,39,29,10,8,11,21,19.0,2017-18
42017,1610612738,BOS,Boston Celtics,0041700113,2018-04-20,BOS @ MIL,L,240,92,32,80,0.4,8,24,0.333,20,28,0.714,17,28,45,17,3,1,16,15,-24.0,2017-18
42017,1610612754,IND,Indiana Pacers,0041700133,2018-04-20,IND vs. CLE,W,239,92,34,73,0.466,8,26,0.308,16,20,0.8,7,30,37,17,8,3,17,22,2.0,2017-18
42017,1610612755,PHI,Philadelphia 76ers,0041700123,2018-04-19,PHI @ MIA,W,239,128,41,81,0.506,18,34,0.529,28,37,0.757,6,35,41,28,10,5,10,26,20.0,2017-18
42017,1610612748,MIA,Miami Heat,0041700123,2018-04-19,MIA vs. PHI,L,241,108,33,73,0.452,16,33,0.485,26,35,0.743,5,30,35,26,7,9,15,30,-20.0,2017-18
42017,1610612754,IND,Indiana Pacers,0041700132,2018-04-18,IND @ CLE,L,239,97,41,78,0.526,6,22,0.273,9,12,0.75,5,31,36,22,8,3,17,23,-3.0,2017-18
42017,1610612739,CLE,Cleveland Cavaliers,0041700132,2018-04-18,CLE vs. IND,W,240,100,37,73,0.507,11,28,0.393,15,22,0.682,6,24,30,15,8,2,15,19,3.0,2017-18
42017,1610612761,TOR,Toronto Raptors,0041700102,2018-04-17,TOR vs. WAS,W,240,130,45,87,0.517,13,35,0.371,27,33,0.818,9,39,48,24,5,8,14,27,11.0,2017-18
42017,1610612738,BOS,Boston Celtics,0041700112,2018-04-17,BOS vs. MIL,W,241,120,48,90,0.533,13,31,0.419,11,18,0.611,9,29,38,24,10,6,5,16,14.0,2017-18
42017,1610612764,WAS,Washington Wizards,0041700102,2018-04-17,WAS @ TOR,L,240,119,42,86,0.488,10,22,0.455,25,28,0.893,4,30,34,26,7,3,8,24,-11.0,2017-18
42017,1610612749,MIL,Milwaukee Bucks,0041700112,2018-04-17,MIL @ BOS,L,240,106,46,77,0.597,7,17,0.412,7,17,0.412,7,31,38,19,3,4,15,19,-14.0,2017-18
42017,1610612755,PHI,Philadelphia 76ers,0041700122,2018-04-16,PHI vs. MIA,L,241,103,40,96,0.417,7,36,0.194,16,22,0.727,17,32,49,22,7,5,14,26,-10.0,2017-18
42017,1610612748,MIA,Miami Heat,0041700122,2018-04-16,MIA @ PHI,W,239,113,40,82,0.488,9,25,0.36,24,30,0.8,11,35,46,23,8,7,15,27,10.0,2017-18
42017,1610612749,MIL,Milwaukee Bucks,0041700111,2018-04-15,MIL @ BOS,L,264,107,40,83,0.482,8,21,0.381,19,24,0.792,5,37,42,22,8,8,20,31,-6.0,2017-18
42017,1610612754,IND,Indiana Pacers,0041700131,2018-04-15,IND @ CLE,W,241,98,36,79,0.456,11,28,0.393,15,25,0.6,8,36,44,19,12,4,11,21,18.0,2017-18
42017,1610612739,CLE,Cleveland Cavaliers,0041700131,2018-04-15,CLE vs. IND,L,242,80,30,78,0.385,8,34,0.235,12,20,0.6,9,37,46,21,7,4,16,23,-18.0,2017-18
42017,1610612738,BOS,Boston Celtics,0041700111,2018-04-15,BOS vs. MIL,W,264,113,39,94,0.415,11,26,0.423,24,27,0.889,11,34,45,20,8,5,15,21,6.0,2017-18
42017,1610612748,MIA,Miami Heat,0041700121,2018-04-14,MIA @ PHI,L,238,103,35,77,0.455,12,26,0.462,21,31,0.677,9,32,41,25,4,6,16,25,-27.0,2017-18
42017,1610612761,TOR,Toronto Raptors,0041700101,2018-04-14,TOR vs. WAS,W,240,114,41,77,0.532,16,30,0.533,16,20,0.8,5,33,38,26,6,7,17,18,8.0,2017-18
42017,1610612755,PHI,Philadelphia 76ers,0041700121,2018-04-14,PHI vs. MIA,W,241,130,45,95,0.474,18,28,0.643,22,29,0.759,17,33,50,34,9,4,10,23,27.0,2017-18
42017,1610612764,WAS,Washington Wizards,0041700101,2018-04-14,WAS @ TOR,L,241,106,41,86,0.477,8,21,0.381,16,18,0.889,6,29,35,29,11,3,13,21,-8.0,2017-18
42018,1610612761,TOR,Toronto Raptors,0041800406,2019-06-13,TOR @ GSW,W,241,114,39,82,0.476,13,33,0.394,23,29,0.793,11,28,39,25,8,2,12,23,4.0,2018-19
42018,1610612761,TOR,Toronto Raptors,0041800405,2019-06-10,TOR vs. GSW,L,238,105,38,85,0.447,8,32,0.25,21,27,0.778,13,30,43,19,6,5,13,19,-1.0,2018-19
42018,1610612761,TOR,Toronto Raptors,0041800404,2019-06-07,TOR @ GSW,W,241,105,36,86,0.419,10,32,0.313,23,24,0.958,7,32,39,22,12,4,9,21,13.0,2018-19
42018,1610612761,TOR,Toronto Raptors,0041800403,2019-06-05,TOR @ GSW,W,239,123,43,82,0.524,17,38,0.447,20,21,0.952,5,35,40,30,9,10,14,22,14.0,2018-19
42018,1610612761,TOR,Toronto Raptors,0041800402,2019-06-02,TOR vs. GSW,L,240,104,35,94,0.372,11,38,0.289,23,26,0.885,15,34,49,17,8,2,15,22,-5.0,2018-19
42018,1610612761,TOR,Toronto Raptors,0041800401,2019-05-30,TOR vs. GSW,W,241,118,39,77,0.506,13,33,0.394,27,32,0.844,7,29,36,25,6,6,10,26,9.0,2018-19
42018,1610612761,TOR,Toronto Raptors,0041800306,2019-05-25,TOR vs. MIL,W,239,100,36,74,0.486,12,27,0.444,16,22,0.727,6,32,38,20,7,4,10,24,6.0,2018-19
42018,1610612749,MIL,Milwaukee Bucks,0041800306,2019-05-25,MIL @ TOR,L,240,94,30,75,0.4,12,34,0.353,22,31,0.71,12,30,42,19,7,7,11,22,-6.0,2018-19
42018,1610612761,TOR,Toronto Raptors,0041800305,2019-05-23,TOR @ MIL,W,240,105,31,84,0.369,18,43,0.419,25,31,0.806,10,35,45,19,6,4,6,16,6.0,2018-19
42018,1610612749,MIL,Milwaukee Bucks,0041800305,2019-05-23,MIL vs. TOR,L,240,99,38,84,0.452,10,31,0.323,13,18,0.722,8,45,53,26,2,2,11,22,-6.0,2018-19
42018,1610612749,MIL,Milwaukee Bucks,0041800304,2019-05-21,MIL @ TOR,L,241,102,37,80,0.463,11,35,0.314,17,26,0.654,7,33,40,30,8,7,12,22,-18.0,2018-19
42018,1610612761,TOR,Toronto Raptors,0041800304,2019-05-21,TOR vs. MIL,W,239,120,41,87,0.471,14,41,0.341,24,27,0.889,10,34,44,32,9,5,11,23,18.0,2018-19
42018,1610612749,MIL,Milwaukee Bucks,0041800303,2019-05-19,MIL @ TOR,L,291,112,38,102,0.373,14,44,0.318,22,33,0.667,13,50,63,22,14,5,20,30,-6.0,2018-19
42018,1610612761,TOR,Toronto Raptors,0041800303,2019-05-19,TOR vs. MIL,W,290,118,40,102,0.392,17,45,0.378,21,26,0.808,8,47,55,28,11,10,17,30,6.0,2018-19
42018,1610612749,MIL,Milwaukee Bucks,0041800302,2019-05-17,MIL vs. TOR,W,240,125,43,92,0.467,13,41,0.317,26,35,0.743,11,42,53,27,6,4,7,26,22.0,2018-19
42018,1610612761,TOR,Toronto Raptors,0041800302,2019-05-17,TOR @ MIL,L,240,103,37,87,0.425,10,32,0.313,19,25,0.76,6,34,40,19,3,6,13,30,-22.0,2018-19
42018,1610612749,MIL,Milwaukee Bucks,0041800301,2019-05-15,MIL vs. TOR,W,241,108,37,93,0.398,11,44,0.25,23,27,0.852,15,45,60,21,8,11,12,16,8.0,2018-19
42018,1610612761,TOR,Toronto Raptors,0041800301,2019-05-15,TOR @ MIL,L,239,100,34,92,0.37,15,42,0.357,17,20,0.85,8,38,46,17,9,4,12,21,-8.0,2018-19
42018,1610612761,TOR,Toronto Raptors,0041800217,2019-05-12,TOR vs. PHI,W,239,92,34,89,0.382,7,30,0.233,17,19,0.895,16,33,49,15,10,4,10,22,2.0,2018-19
42018,1610612755,PHI,Philadelphia 76ers,0041800217,2019-05-12,PHI @ TOR,L,239,90,28,65,0.431,9,27,0.333,25,30,0.833,5,36,41,16,4,7,15,21,-2.0,2018-19
42018,1610612755,PHI,Philadelphia 76ers,0041800216,2019-05-09,PHI vs. TOR,W,243,112,41,89,0.461,10,28,0.357,20,26,0.769,16,36,52,27,5,3,18,22,11.0,2018-19
42018,1610612761,TOR,Toronto Raptors,0041800216,2019-05-09,TOR @ PHI,L,242,101,35,81,0.432,9,36,0.25,22,29,0.759,9,25,34,25,9,4,12,24,-11.0,2018-19
42018,1610612738,BOS,Boston Celtics,0041800205,2019-05-08,BOS @ MIL,L,240,91,29,93,0.312,7,39,0.179,26,34,0.765,12,36,48,19,9,1,14,18,-25.0,2018-19
42018,1610612749,MIL,Milwaukee Bucks,0041800205,2019-05-08,MIL vs. BOS,W,240,116,42,94,0.447,15,47,0.319,17,22,0.773,12,46,58,27,8,7,16,23,25.0,2018-19
42018,1610612755,PHI,Philadelphia 76ers,0041800215,2019-05-07,PHI @ TOR,L,240,89,33,79,0.418,6,24,0.25,17,20,0.85,5,32,37,19,6,5,19,26,-36.0,2018-19
42018,1610612761,TOR,Toronto Raptors,0041800215,2019-05-07,TOR vs. PHI,W,240,125,40,82,0.488,16,40,0.4,29,33,0.879,6,36,42,22,12,2,10,18,36.0,2018-19
42018,1610612749,MIL,Milwaukee Bucks,0041800204,2019-05-06,MIL @ BOS,W,239,113,44,100,0.44,8,37,0.216,17,25,0.68,11,45,56,25,4,5,7,25,12.0,2018-19
42018,1610612738,BOS,Boston Celtics,0041800204,2019-05-06,BOS vs. MIL,L,240,101,34,90,0.378,9,41,0.22,24,30,0.8,9,42,51,25,3,5,10,20,-12.0,2018-19
42018,1610612755,PHI,Philadelphia 76ers,0041800214,2019-05-05,PHI vs. TOR,L,239,96,33,82,0.402,12,38,0.316,18,25,0.72,11,32,43,22,8,6,12,23,-5.0,2018-19
42018,1610612761,TOR,Toronto Raptors,0041800214,2019-05-05,TOR @ PHI,W,240,101,35,76,0.461,10,31,0.323,21,26,0.808,8,35,43,19,6,3,13,24,5.0,2018-19
42018,1610612738,BOS,Boston Celtics,0041800203,2019-05-03,BOS vs. MIL,L,240,116,35,81,0.432,16,40,0.4,30,32,0.938,6,38,44,24,9,3,17,27,-7.0,2018-19
42018,1610612749,MIL,Milwaukee Bucks,0041800203,2019-05-03,MIL @ BOS,W,239,123,42,83,0.506,15,37,0.405,24,36,0.667,7,37,44,23,8,7,15,26,7.0,2018-19
42018,1610612755,PHI,Philadelphia 76ers,0041800213,2019-05-02,PHI vs. TOR,W,239,116,43,84,0.512,10,23,0.435,20,23,0.87,9,36,45,29,4,8,13,17,21.0,2018-19
42018,1610612761,TOR,Toronto Raptors,0041800213,2019-05-02,TOR @ PHI,L,240,95,35,83,0.422,7,27,0.259,18,23,0.783,8,27,35,15,7,4,9,17,-21.0,2018-19
42018,1610612749,MIL,Milwaukee Bucks,0041800202,2019-04-30,MIL vs. BOS,W,240,123,39,88,0.443,20,47,0.426,25,31,0.806,10,43,53,22,6,4,11,24,21.0,2018-19
42018,1610612738,BOS,Boston Celtics,0041800202,2019-04-30,BOS @ MIL,L,241,102,34,86,0.395,10,28,0.357,24,27,0.889,7,38,45,19,5,2,13,23,-21.0,2018-19
42018,1610612761,TOR,Toronto Raptors,0041800212,2019-04-29,TOR vs. PHI,L,240,89,33,90,0.367,10,37,0.27,13,15,0.867,9,27,36,20,10,4,10,22,-5.0,2018-19
42018,1610612755,PHI,Philadelphia 76ers,0041800212,2019-04-29,PHI @ TOR,W,240,94,30,76,0.395,10,35,0.286,24,26,0.923,9,43,52,22,5,4,19,18,5.0,2018-19
42018,1610612738,BOS,Boston Celtics,0041800201,2019-04-28,BOS @ MIL,W,241,112,47,87,0.54,13,31,0.419,5,8,0.625,3,48,51,25,5,11,11,21,22.0,2018-19
42018,1610612749,MIL,Milwaukee Bucks,0041800201,2019-04-28,MIL vs. BOS,L,238,90,31,89,0.348,13,39,0.333,15,24,0.625,7,37,44,19,6,2,10,11,-22.0,2018-19
42018,1610612755,PHI,Philadelphia 76ers,0041800211,2019-04-27,PHI @ TOR,L,240,95,35,89,0.393,11,32,0.344,14,21,0.667,13,34,47,23,5,2,14,21,-13.0,2018-19
42018,1610612761,TOR,Toronto Raptors,0041800211,2019-04-27,TOR vs. PHI,W,240,108,41,79,0.519,9,27,0.333,17,24,0.708,2,38,40,21,3,6,10,24,13.0,2018-19
42018,1610612755,PHI,Philadelphia 76ers,0041800125,2019-04-23,PHI vs. BKN,W,240,122,51,100,0.51,14,33,0.424,6,9,0.667,11,45,56,35,10,3,19,21,22.0,2018-19
42018,1610612761,TOR,Toronto Raptors,0041800115,2019-04-23,TOR vs. ORL,W,240,115,41,85,0.482,15,36,0.417,18,21,0.857,8,40,48,34,8,3,14,30,19.0,2018-19
42018,1610612753,ORL,Orlando Magic,0041800115,2019-04-23,ORL @ TOR,L,240,96,32,83,0.386,9,34,0.265,23,31,0.742,12,36,48,20,7,5,16,21,-19.0,2018-19
42018,1610612751,BKN,Brooklyn Nets,0041800125,2019-04-23,BKN @ PHI,L,240,100,36,93,0.387,9,31,0.29,19,25,0.76,9,32,41,26,10,4,14,13,-22.0,2018-19
42018,1610612765,DET,Detroit Pistons,0041800104,2019-04-22,DET vs. MIL,L,240,104,41,100,0.41,13,34,0.382,9,12,0.75,10,26,36,26,8,1,10,31,-23.0,2018-19
42018,1610612749,MIL,Milwaukee Bucks,0041800104,2019-04-22,MIL @ DET,W,240,127,43,79,0.544,10,28,0.357,31,41,0.756,10,44,54,27,6,10,17,21,23.0,2018-19
42018,1610612761,TOR,Toronto Raptors,0041800114,2019-04-21,TOR @ ORL,W,241,107,40,75,0.533,11,28,0.393,16,18,0.889,7,38,45,23,11,6,14,20,22.0,2018-19
42018,1610612753,ORL,Orlando Magic,0041800114,2019-04-21,ORL vs. TOR,L,241,85,34,81,0.42,7,33,0.212,10,13,0.769,7,27,34,20,7,2,17,19,-22.0,2018-19
42018,1610612754,IND,Indiana Pacers,0041800134,2019-04-21,IND vs. BOS,L,240,106,36,88,0.409,10,28,0.357,24,28,0.857,11,32,43,18,5,2,12,25,-4.0,2018-19
42018,1610612738,BOS,Boston Celtics,0041800134,2019-04-21,BOS @ IND,W,240,110,36,78,0.462,11,28,0.393,27,34,0.794,7,36,43,18,7,1,16,23,4.0,2018-19
42018,1610612765,DET,Detroit Pistons,0041800103,2019-04-20,DET vs. MIL,L,240,103,37,96,0.385,11,36,0.306,18,24,0.75,15,29,44,21,9,6,9,24,-16.0,2018-19
42018,1610612749,MIL,Milwaukee Bucks,0041800103,2019-04-20,MIL @ DET,W,240,119,42,86,0.488,14,38,0.368,21,24,0.875,13,38,51,24,5,6,15,22,16.0,2018-19
